Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
38,120,Liu Tao,63,39,38,47,46,64,69,CB,37,40,38,49,32,26,37,45,38,36,53,53,32,42,57,53,48,43,46,63,70,66,62,56,66,61,75,64,38,Medium,Medium,38,Right,18,CSL,China PR,Rongcheng FC,78
55,120,Mihai Lixandru,63,69,48,55,60,61,65,CDM,70,68,47,50,50,33,40,57,40,37,64,60,37,64,57,63,61,58,56,61,55,61,64,60,67,62,65,66,22,Medium,Medium,22,Right,18,SUPERLIGA,Romania,FCSB,75
59,120,Lex-Tyger Lobinger,63,76,59,45,53,28,70,ST,66,84,64,66,44,53,55,50,25,28,60,40,30,54,41,60,60,50,49,22,65,24,25,23,77,59,79,59,24,Medium,Medium,24,Right,19,Bundesliga 2,Germany,Kaiserslautern,84
61,120,David Löfquist,63,48,61,64,61,59,71,CM,60,39,58,66,66,56,60,60,63,68,66,63,69,60,56,64,62,61,64,60,56,62,59,53,69,70,75,63,37,Medium,Medium,37,Right,18,Allsvenskan,Sweden,Mjällby AIF,88
30,120,Jannik Löhden,63,56,37,47,38,60,81,CB,50,60,29,69,23,29,50,41,32,33,60,56,31,38,33,53,38,35,60,59,70,57,63,56,71,70,94,66,34,Medium,Medium,34,Left,20,3. Liga,Germany,VfB Lübeck,97
63,120,Chris Long,63,76,62,50,63,31,64,ST,73,78,63,66,61,49,59,54,45,42,56,41,48,68,62,60,62,62,62,30,60,29,26,24,74,51,69,63,28,Medium,Low,28,Right,18,EFL League Two,England,Crewe Alexandra,77
4,120,Luis López,63,66,62,58,63,30,58,GK,31,29,7,44,8,7,13,35,11,12,15,15,13,33,21,60,15,10,30,12,11,7,13,10,46,18,49,23,22,Medium,Medium,22,Right,19,LALIGA HYPERMOTION,Spain,CD Mirandés,76
63,120,Noel,63,66,63,56,63,28,46,ST,63,68,66,65,59,58,56,59,50,51,63,42,59,56,58,64,69,62,57,24,60,35,18,16,57,47,46,40,20,High,Medium,20,Right,18,LALIGA EA SPORTS,Spain,Real Madrid,68
4,120,Adri López,63,62,61,62,65,28,65,GK,28,29,6,47,8,5,19,54,12,12,32,28,13,38,44,54,21,12,39,12,13,30,14,14,45,25,45,23,24,Medium,Medium,24,Right,18,LALIGA EA SPORTS,Spain,Granada CF,73
4,120,Pascal Loretz,63,64,64,53,65,20,63,GK,21,18,5,40,6,7,12,32,12,11,22,15,10,39,28,54,10,11,34,7,11,17,12,13,54,23,69,21,20,Medium,Medium,20,Right,18,CSSL,Switzerland,FC Luzern,80
49,120,Mathias Løvik,63,81,33,51,61,55,63,LWB,82,81,30,40,28,28,35,44,58,30,56,51,46,76,68,57,60,60,52,56,46,55,57,56,67,74,61,51,20,High,Medium,20,Left,18,Eliteserien,Norway,Molde FK,78
62,120,Angelo Lucena,63,70,61,61,61,50,51,CM,68,71,55,68,70,45,67,61,50,48,69,65,53,57,84,65,59,61,54,65,50,40,48,52,48,62,42,61,20,High,Low,20,Right,16,Libertadores,Venezuela,Metropolitanos,66
37,120,Juan Ludueña,63,53,32,42,46,63,70,CB,54,52,25,45,29,35,40,33,35,30,52,44,33,49,52,57,47,42,54,58,63,61,67,65,69,66,73,69,20,Low,Medium,20,Right,17,LPF,Argentina,Unión,75
62,120,Enzo Luna,63,69,63,59,66,30,65,ST,68,70,61,74,60,51,60,54,61,51,63,61,54,66,67,55,65,68,61,26,55,24,28,35,67,65,68,58,21,High,Medium,21,Right,17,Sudamericana,Argentina,Huracán,68
47,120,Diego Luna,63,77,55,55,72,38,64,LM,82,72,55,53,57,54,54,55,47,53,60,55,52,78,88,59,69,74,49,39,48,35,38,34,76,47,79,46,20,High,Medium,20,Right,17,MLS,United States,Real Salt Lake,84
48,120,Alexander Lungwitz,63,70,38,51,60,59,62,LB,71,69,35,42,38,31,38,37,62,33,60,42,40,77,80,54,59,57,47,59,46,58,64,62,59,70,59,62,23,Medium,Medium,23,Left,17,3. Liga,Germany,SC Freiburg II,71
35,120,Matthias Maak,63,36,32,48,45,62,76,CB,38,35,26,38,41,40,20,44,39,23,55,58,39,40,43,57,44,43,60,63,63,56,66,61,71,59,88,69,31,Low,Medium,31,Right,19,Ö. Bundesliga,Austria,SC Austria,87
20,120,Aimé Mabika,63,68,32,39,41,61,73,CB,59,75,29,50,20,27,49,34,22,26,53,44,27,34,34,55,53,34,45,61,64,62,62,54,77,64,83,58,25,Medium,High,25,Right,19,MLS,Zambia,Toronto FC,97
60,120,Alex MacDonald,63,70,58,60,64,56,72,RM,71,70,57,62,56,56,57,60,63,57,59,56,65,83,86,60,60,60,58,58,53,54,57,55,79,70,72,75,33,High,High,33,Right,17,EFL League One,Scotland,Stevenage,72
49,120,Tim Maciejewski,63,77,61,55,65,45,54,RM,79,75,64,71,48,53,63,52,58,41,62,45,46,73,69,64,62,66,51,49,40,44,45,48,55,65,54,38,22,Medium,Medium,22,Right,18,3. Liga,Germany,SV Sandhausen,71
48,120,Jack MacKenzie,63,69,26,54,58,60,65,LB,70,68,24,27,23,28,34,48,59,32,58,52,51,63,61,58,56,58,51,60,52,61,62,60,65,69,68,53,23,Medium,High,23,Left,19,cinch Prem,Scotland,Aberdeen,65
57,120,Jon Magunazelaia,63,76,64,60,66,46,55,ST,79,73,63,71,62,62,59,61,58,49,63,61,56,70,80,55,64,66,58,41,58,39,48,54,67,58,54,52,22,Medium,Medium,22,Right,18,LALIGA EA SPORTS,Spain,Real Sociedad,70
58,120,Elies Mahmoud,63,76,47,56,69,31,58,RM,76,76,42,58,43,42,55,58,59,37,59,51,46,82,78,60,65,69,61,27,44,31,30,33,61,65,63,34,22,Medium,Medium,22,Right,17,CSSL,France,Stade-Lausanne,72
54,120,Sebastian Maier,63,65,59,63,67,34,59,CAM,74,57,54,66,66,62,59,62,60,67,66,59,67,80,75,62,68,64,57,38,47,41,24,20,59,72,55,54,30,Medium,Medium,30,Right,17,3. Liga,Germany,Unterhaching,68
49,120,Erik Majetschak,63,66,53,62,60,62,68,CB,65,66,49,57,59,48,62,61,52,50,69,64,56,64,65,63,63,57,59,60,53,64,64,60,76,70,73,51,23,High,Medium,23,Right,18,3. Liga,Germany,FC Erzgebirge Aue,80
29,120,Piotr Malarczyk,63,45,29,44,50,63,71,CB,48,43,25,28,38,29,27,42,33,34,50,52,35,49,59,60,50,48,58,63,59,66,62,62,69,62,81,60,32,Medium,High,32,Right,18,PKO BP Ekstraklasa,Poland,Korona Kielce,92
66,120,Ivo Mammini,63,70,63,46,60,23,56,ST,70,70,67,59,60,54,67,49,33,42,51,49,51,62,65,62,58,61,53,19,65,18,16,21,70,53,60,45,20,Medium,Medium,20,Right,18,Sudamericana,Argentina,Gimnasia,76
67,120,Jacopo Manconi,63,72,60,60,66,31,59,ST,73,72,66,53,54,41,67,67,58,31,64,55,56,76,70,53,68,65,59,31,60,35,21,20,71,57,61,52,29,High,Low,29,Right,18,Serie BKT,Italy,Modena,72
26,120,Manuel Maranda,63,64,28,41,44,63,73,CB,65,64,23,42,25,24,37,30,30,28,55,41,36,47,51,59,51,35,51,63,59,60,67,62,73,76,77,61,26,Medium,Medium,26,Right,18,Ö. Bundesliga,Austria,Blau-Weiss Linz,75
61,120,Wanya Marçal,63,65,56,61,67,41,48,LW,69,62,56,62,50,54,45,63,62,45,63,60,61,64,64,58,70,69,52,45,45,31,45,42,56,37,56,40,21,High,Medium,21,Right,18,EFL Championship,Portugal,Leicester City,72
50,120,Adam Marciniak,63,66,51,56,55,60,76,CB,65,66,48,63,54,22,47,46,53,50,63,58,58,61,62,63,57,52,48,60,60,61,58,59,75,74,78,75,35,Low,High,35,Left,18,PKO BP Ekstraklasa,Poland,ŁKS Łódź,78
50,120,Miller Mareco,63,62,24,52,57,62,60,RB,65,60,22,21,20,26,40,40,63,39,61,41,38,60,62,59,58,54,56,59,60,65,62,60,67,64,61,51,29,Medium,Medium,29,Right,17,Sudamericana,Paraguay,Gral. Caballero,69
55,120,Pablo Marín,63,59,56,61,64,37,46,CAM,47,68,61,47,59,48,42,62,45,39,71,69,44,52,67,57,67,65,56,28,40,34,44,43,41,34,52,49,20,Medium,Medium,20,Right,17,LALIGA EA SPORTS,Spain,Real Sociedad,73
56,120,George Maris,63,65,54,60,60,60,67,CDM,67,63,54,56,55,48,55,61,55,62,62,62,54,70,65,57,60,59,56,65,54,58,60,60,64,70,65,68,27,Medium,High,27,Right,18,EFL League Two,England,Mansfield Town,75
58,120,Dilan Markanday,63,78,56,55,68,24,48,RM,81,76,54,68,52,51,36,56,61,44,54,50,54,74,83,53,65,70,59,22,32,26,23,21,53,49,51,38,22,High,Medium,22,Left,17,EFL Championship,England,Blackburn Rovers,70
48,120,Marius Martac,63,70,41,56,59,58,67,RB,64,74,37,55,41,24,34,52,60,27,60,54,53,77,83,57,56,55,62,59,54,57,59,58,64,73,67,62,32,Medium,Medium,32,Right,17,SUPERLIGA,Romania,Politehnica Iași,71
55,120,Johan Mårtensson,63,60,44,61,61,60,70,CM,58,61,42,45,44,38,54,65,56,43,65,62,58,62,72,68,62,57,68,63,52,62,62,53,61,78,68,69,34,Low,Medium,34,Right,18,Allsvenskan,Sweden,Degerfors IF,75
63,120,Luis Gilberto Martínez,63,67,41,63,65,59,63,CM,66,67,33,56,39,39,50,62,55,49,72,63,45,62,64,62,66,65,66,54,54,58,63,61,64,63,65,56,23,Medium,Medium,23,Right,18,Sudamericana,Paraguay,Guaraní,77
33,120,Conor Masterson,63,61,33,42,51,63,70,CB,59,63,30,46,22,33,43,42,29,37,55,37,28,37,43,59,54,51,62,63,62,63,64,62,71,69,74,60,25,Medium,Medium,25,Right,18,EFL League Two,Republic of Ireland,Gillingham,75
55,120,Valerio Mastrantonio,63,71,56,63,66,56,69,CM,70,72,55,62,54,48,58,60,58,55,70,63,56,68,71,65,67,65,60,58,60,56,54,57,71,69,70,66,24,Medium,Medium,24,Left,18,Serie BKT,Italy,Cittadella,75
51,120,Joe Mattock,63,52,44,59,57,62,66,CB,54,51,35,56,58,26,34,56,60,52,60,59,59,62,63,62,57,54,54,64,61,62,62,60,66,55,70,68,33,Medium,Medium,33,Left,18,EFL League Two,England,Harrogate Town,78
36,120,Konrad Matuszewski,63,76,27,54,52,57,62,LWB,77,75,18,39,31,27,35,48,61,22,62,50,45,60,61,55,54,47,51,58,49,56,60,57,66,69,63,51,22,Medium,High,22,Left,17,PKO BP Ekstraklasa,Poland,Warta Poznań,75
56,120,Lucas Mauragis,63,83,50,53,60,55,71,LB,82,83,52,59,40,36,49,51,60,35,53,50,51,79,71,55,57,57,51,56,49,55,57,57,74,76,74,55,22,High,Medium,22,Left,18,A-League,Australia,Newcastle Jets,76
63,120,Stevie May,63,64,62,58,62,36,70,ST,64,64,64,64,58,58,60,64,55,49,60,54,58,68,65,64,61,62,60,40,59,44,22,20,67,77,66,73,31,High,High,31,Right,17,cinch Prem,Scotland,St. Johnstone,67
54,120,Kyle McAllister,63,85,56,56,65,49,63,RM,86,84,52,65,56,50,60,56,63,66,53,49,66,86,82,55,61,63,55,50,41,49,51,49,64,72,60,57,24,Medium,Medium,24,Left,17,EFL League Two,Scotland,Forest Green,75
63,120,John McAtee,63,79,61,60,63,37,54,CAM,80,78,60,63,60,63,59,64,60,40,62,59,56,78,71,59,60,61,63,40,50,39,31,34,65,65,55,37,24,High,Medium,24,Right,18,EFL League One,England,Barnsley,75
57,120,Kasey McAteer,63,78,57,60,66,48,53,RW,79,77,58,60,54,58,56,60,60,54,62,59,60,77,78,55,63,65,62,43,42,51,51,42,55,62,51,44,22,Medium,Medium,22,Right,17,EFL Championship,England,Leicester City,67
25,120,Sam McClelland,63,51,32,39,44,62,72,CB,49,53,26,48,28,34,33,33,33,29,49,37,31,40,55,62,48,39,49,63,62,64,61,60,73,63,83,57,21,Low,Medium,21,Right,19,cinch Prem,Northern Ireland,St. Johnstone,79
59,120,Luke McCowan,63,82,61,56,65,28,57,RM,84,80,57,70,63,53,55,57,62,52,55,48,59,85,78,56,62,64,56,23,49,23,29,26,63,68,54,48,26,High,Medium,26,Left,17,cinch Prem,Scotland,Dundee FC,72
56,120,George McEachran,63,60,45,63,65,57,50,CM,69,53,41,47,49,46,50,64,57,59,67,64,63,83,84,59,64,61,63,57,41,56,63,59,39,73,34,66,23,Medium,Medium,23,Left,17,EFL League Two,England,Swindon Town,65
55,120,Paul McGinn,63,66,53,56,61,62,71,CB,67,66,53,56,51,49,52,52,56,35,61,59,54,69,67,59,60,59,59,60,60,60,65,64,69,80,67,68,33,Medium,High,33,Right,17,cinch Prem,Scotland,Motherwell,76
54,120,Aaron McGowan,63,70,37,54,60,59,71,RB,73,68,36,34,39,31,47,54,58,45,57,50,44,72,72,57,58,58,55,58,56,59,60,60,82,79,72,57,27,High,High,27,Right,17,EFL League One,England,Northampton,80
55,120,Stephen McLaughlin,63,70,58,59,62,56,64,LWB,71,70,55,67,58,58,58,59,64,67,58,54,62,71,71,60,61,60,58,58,55,55,56,55,66,75,59,60,33,High,High,33,Left,17,EFL League Two,Republic of Ireland,Mansfield Town,77
60,120,Connor McLennan,63,81,57,56,61,46,62,RM,81,81,58,58,56,55,56,58,60,41,57,55,46,61,70,54,60,63,56,43,50,45,47,43,72,70,69,33,24,High,Medium,24,Right,18,EFL League Two,Scotland,Salford City,69
62,120,Marcus Johansen Mehnert,63,77,61,52,64,31,68,RW,78,77,63,62,59,57,59,57,49,49,57,36,54,72,67,59,64,63,59,34,58,30,22,24,73,68,65,74,26,High,Medium,26,Left,18,Eliteserien,Norway,Strømsgodset IF,77
4,120,Francisco Meixedo,63,61,63,58,64,31,64,GK,32,30,5,44,7,9,11,35,12,14,16,25,14,36,43,59,16,13,39,9,14,5,14,12,51,20,53,16,22,Medium,Medium,22,Right,19,Liga Portugal,Portugal,FC Porto,78
57,120,Jon Mellish,63,71,57,58,57,61,77,CB,68,73,60,63,49,44,54,62,50,51,63,60,48,54,55,58,60,56,63,61,57,62,62,59,72,91,75,66,26,High,Medium,26,Left,18,EFL League One,England,Carlisle United,80
29,120,Mateo Mendoza,63,62,30,45,51,66,64,CB,61,63,25,45,23,35,48,33,44,32,55,43,37,53,58,49,52,50,45,67,57,62,70,69,65,68,65,55,19,Medium,Medium,19,Right,18,LPF,Argentina,Godoy Cruz,74
62,120,Muris Mešanović,63,65,64,45,61,32,68,ST,64,66,67,64,60,59,54,42,37,54,53,38,42,65,74,64,62,59,55,43,60,35,18,17,72,65,74,55,33,High,Low,33,Right,17,PKO BP Ekstraklasa,Bosnia and Herzegovina,Puszcza,75
36,120,Nikolaos Michelis,63,54,34,42,38,63,67,CB,56,52,29,49,26,33,49,35,36,31,51,42,36,55,50,58,38,28,55,61,63,59,68,67,70,57,71,67,22,Medium,Medium,22,Left,19,LALIGA EA SPORTS,Greece,CA Osasuna,79
13,120,Tom Mickel,63,63,61,64,64,46,61,GK,44,49,14,48,14,12,31,15,12,12,31,30,14,48,36,63,21,13,41,22,14,12,10,13,58,35,59,37,34,Medium,Medium,34,Right,18,Bundesliga 2,Germany,Hamburger SV,84
48,120,Antoni Milambo,63,68,53,63,69,44,55,CAM,70,67,52,60,49,52,58,66,56,54,66,64,57,79,66,56,68,69,61,24,54,41,51,59,62,54,59,44,18,Medium,Medium,18,Right,17,Eredivisie,Holland,Feyenoord,65
53,120,Lewis Miley,63,61,58,63,67,53,52,CM,65,58,59,63,57,52,49,68,52,54,67,63,60,60,70,63,66,68,72,59,49,50,56,48,56,53,56,42,17,High,Medium,17,Right,18,Premier League,England,Newcastle Utd,68
62,120,Mickel Miller,63,83,60,58,65,55,58,LWB,84,83,59,63,59,55,64,57,63,54,60,49,53,80,79,62,61,64,56,53,58,55,55,52,74,67,60,39,28,High,Low,28,Left,17,EFL Championship,England,Plymouth Argyle,70
40,120,Min Gyeong Hyeon,63,74,33,45,59,56,66,LWB,72,76,33,32,30,31,36,32,62,31,49,34,41,68,79,64,56,58,43,55,44,56,60,56,59,76,63,61,22,High,Medium,22,Right,17,K League 1,Korea Republic,Incheon United,66
62,120,Jonnathan Mina,63,81,48,56,65,57,67,LB,81,81,50,55,43,26,34,53,62,40,57,57,49,83,72,59,61,65,56,59,42,56,60,59,68,63,72,57,28,High,Medium,28,Left,17,Sudamericana,Ecuador,Delfín S.C.,72
60,120,Angelo Mina,63,75,52,61,59,60,73,CM,77,74,52,54,50,38,55,63,56,48,67,63,45,70,69,58,61,55,55,59,48,62,63,60,67,92,68,62,24,High,High,24,Right,18,Libertadores,Ecuador,Aucas,74
20,120,Dimitar Mitov,63,63,62,62,64,61,63,GK,61,60,14,47,18,12,33,44,14,19,33,44,22,55,55,57,23,15,42,23,17,16,13,16,65,35,58,27,26,Medium,Medium,26,Right,18,cinch Prem,Bulgaria,St. Johnstone,76
57,120,Vasile Mogoș,63,63,61,61,59,60,74,CB,57,68,55,70,68,48,68,54,64,65,63,58,66,62,53,63,59,58,66,63,65,55,62,60,76,71,81,59,31,Medium,Medium,31,Right,18,SUPERLIGA,Romania,CFR 1907 Cluj,84
49,120,Michał Mokrzycki,63,64,52,59,59,60,65,CDM,63,64,42,64,61,43,65,59,52,59,66,59,45,63,65,59,61,56,62,64,43,61,63,61,56,77,68,44,25,Medium,High,25,Right,18,PKO BP Ekstraklasa,Poland,ŁKS Łódź,75
13,120,Dinu Moldovan,63,64,63,60,63,36,62,GK,36,37,18,45,12,18,23,43,25,22,24,21,25,32,38,52,13,13,33,17,13,12,20,16,48,36,48,28,33,Medium,Medium,33,Right,18,SUPERLIGA,Romania,Sepsi OSK,77
59,120,Manuel Mónaco,63,65,57,62,61,48,54,RM,66,64,59,60,48,49,59,51,63,41,70,64,63,54,71,54,67,59,61,55,39,47,47,51,48,68,54,37,21,Medium,Medium,21,Left,17,LPF,Argentina,Sarmiento,67
33,120,Monjonell,63,54,33,49,53,63,64,CB,53,55,28,48,26,34,48,44,33,31,64,55,37,55,52,61,59,47,54,60,67,64,63,62,67,62,67,57,22,Medium,High,22,Right,18,LALIGA EA SPORTS,Spain,Girona FC,80
55,120,Christopher Montaña,63,59,35,53,51,58,72,CDM,64,55,31,31,42,37,39,55,33,37,65,59,38,61,75,57,58,40,60,59,38,57,63,60,58,77,72,68,24,High,Low,24,Right,16,Sudamericana,Venezuela,Puerto Cabello,71
58,120,Lisandro Montenegro,63,67,56,62,63,54,67,CM,69,65,58,57,55,45,46,63,60,41,66,60,56,57,70,65,63,65,46,60,47,43,61,57,62,68,70,60,20,Medium,Medium,20,Right,17,Sudamericana,Argentina,Newell's,72
37,120,Ronny Montero,63,27,36,49,44,64,67,CB,26,28,34,47,32,22,35,46,44,38,58,49,32,29,36,50,48,42,65,62,65,64,66,61,66,38,83,64,32,Low,High,32,Right,18,Sudamericana,Bolivia,Palmaflor,85
28,120,Jasper Moon,63,62,26,41,41,64,66,CB,59,64,21,35,26,29,34,34,28,31,54,47,23,49,57,61,44,32,50,64,59,63,66,62,68,58,72,61,23,Low,High,23,Right,18,EFL League One,England,Burton Albion,75
28,120,Martin Moormann,63,61,33,48,45,64,73,LB,63,60,31,49,23,29,41,39,53,25,53,51,48,51,56,65,47,38,47,64,64,60,66,65,76,66,77,73,22,Medium,Medium,22,Left,18,Ö. Bundesliga,Austria,SK Rapid Wien,82
23,120,José Luis Moreno,63,54,27,39,43,62,75,CB,55,53,26,34,21,29,34,30,30,24,53,37,26,43,49,58,50,35,53,60,62,62,63,58,75,62,84,68,27,Low,Medium,27,Left,18,Libertadores,Colombia,Metropolitanos,76
41,120,Carlos Alberto Moreno,63,59,32,47,52,63,60,RB,63,56,33,26,36,28,35,35,58,30,56,38,40,55,68,55,57,46,44,61,59,60,68,65,65,64,61,50,32,Medium,Medium,32,Right,18,Sudamericana,Colombia,Santa Fe,70
60,120,Albie Morgan,63,71,56,64,63,55,64,CM,70,71,55,61,58,43,53,63,64,59,65,63,65,72,57,62,64,61,58,57,41,53,59,54,52,78,56,68,23,Medium,Low,23,Right,18,EFL League One,England,Blackpool,68
62,120,Pelayo Morilla,63,78,59,57,64,26,59,RM,76,79,61,69,43,58,58,54,60,44,61,55,57,74,69,52,63,65,56,25,52,23,21,26,69,57,64,47,22,High,Medium,22,Left,18,LALIGA HYPERMOTION,Spain,R. Sporting,74
67,120,Mamudu Moro,63,84,61,54,67,33,60,ST,83,84,63,59,60,58,49,59,51,40,60,44,46,77,84,64,65,64,62,29,47,26,39,28,66,65,59,53,28,Medium,Medium,28,Right,17,Allsvenskan,Ghana,Mjällby AIF,65
36,120,Carlos Moros Gracia,63,63,32,49,57,60,71,CB,61,65,32,32,30,31,39,47,28,27,63,60,33,57,58,62,60,54,52,57,59,63,58,59,70,62,74,77,30,Medium,Medium,30,Right,18,Allsvenskan,Spain,Djurgårdens IF,79
14,120,Glenn Morris,63,63,60,59,63,33,65,GK,32,34,15,44,17,12,29,57,20,15,31,50,13,56,55,57,30,14,56,17,14,13,22,24,57,30,63,30,39,Medium,Medium,39,Right,18,EFL League Two,England,Gillingham,70
59,120,Kieron Morris,63,69,61,59,66,53,67,RM,69,69,58,70,63,49,60,60,58,55,61,55,60,80,75,60,62,65,60,54,51,52,55,50,64,75,66,62,29,High,Low,29,Left,17,EFL League Two,England,Tranmere Rovers,71
37,120,Michael Morrison,63,34,38,41,42,62,71,CB,33,34,40,40,33,32,30,42,25,37,50,44,38,46,61,61,47,33,55,60,63,61,65,63,66,53,80,71,35,Medium,High,35,Right,18,EFL League One,England,Cambridge Utd,76
56,120,Yaw Moses,63,66,56,61,57,64,54,CM,67,65,46,69,68,46,55,62,46,60,69,66,48,56,85,57,59,54,48,60,51,65,68,65,56,74,41,63,24,High,High,24,Right,17,Liga Portugal,Ghana,Arouca,66
54,120,Ahmed Mostafa,63,78,57,59,66,45,38,LM,81,76,56,65,53,47,54,56,61,43,63,56,58,79,85,52,64,66,46,39,43,42,53,42,45,54,30,38,26,Medium,Medium,26,Right,16,ROSHN Saudi League,Egypt,Al Okhdood,63
30,120,Loris Mouyokolo,63,57,34,39,46,61,78,CB,60,55,20,58,40,34,44,28,30,31,51,42,28,52,37,53,47,43,52,63,61,53,66,64,79,65,89,67,22,Medium,Medium,22,Right,19,Ligue 1 Uber Eats,France,FC Lorient,85
58,120,Marek Mróz,63,74,63,62,63,41,64,CAM,75,74,63,66,65,54,54,55,60,58,68,61,61,68,65,53,65,62,58,44,39,38,44,34,59,72,64,53,24,Medium,Medium,24,Right,17,PKO BP Ekstraklasa,Poland,Zagłębie Lubin,78
54,120,Piotr Mroziński,63,59,43,54,55,59,72,CDM,53,64,37,50,47,44,43,44,47,38,65,61,39,52,68,63,56,54,47,64,48,62,58,56,60,72,74,68,31,Medium,Medium,31,Right,18,PKO BP Ekstraklasa,Poland,Puszcza,83
11,120,Tom Müller,63,65,59,59,67,33,61,GK,35,30,12,44,13,10,22,29,14,12,22,28,14,39,38,54,18,11,35,15,34,12,12,14,65,35,67,42,26,Medium,Medium,26,Right,19,3. Liga,Germany,SC Verl,83
64,120,Admiral Muskwe,63,65,61,46,62,31,65,ST,66,65,65,63,51,54,63,50,35,48,51,42,51,66,61,64,60,62,58,26,64,30,25,24,71,62,69,58,25,Medium,Medium,25,Right,18,EFL League One,Zimbabwe,Exeter City,75
55,120,Ramil Mustafaev,63,88,47,58,59,56,55,RM,89,87,51,49,39,36,38,58,61,36,63,52,54,70,44,54,61,57,54,58,47,55,58,58,63,69,51,44,19,Medium,High,19,Right,18,PKO BP Ekstraklasa,Russia,Legia Warszawa,70
8,120,Vlad Muțiu,63,64,61,57,64,19,62,GK,20,18,8,43,8,7,12,34,14,14,18,16,10,38,33,57,10,14,28,11,11,12,10,10,36,28,35,17,28,Medium,Medium,28,Right,18,SUPERLIGA,Romania,FC Hermannstadt,78
59,120,Ramy Najjarine,63,76,47,58,69,38,47,LM,72,79,48,50,43,40,46,62,54,36,65,54,49,67,83,53,68,72,58,36,39,34,42,41,52,33,54,47,23,Medium,Low,23,Left,17,A-League,Australia,Western United,71
7,120,Gilmar Napa,63,62,59,60,65,17,63,GK,16,19,6,45,5,7,11,41,14,14,35,23,11,34,40,59,14,11,35,12,11,11,11,13,50,16,60,17,20,Medium,Medium,20,Right,18,Sudamericana,Ecuador,CS Emelec,82
58,120,Netinho,63,71,46,57,65,56,64,RM,68,73,43,54,46,38,35,56,63,37,59,55,49,78,75,60,62,64,63,59,30,59,57,59,49,77,58,64,29,Medium,High,29,Right,17,Allsvenskan,Brazil,IFK Värnamo,69
45,120,Santos Navarro,63,62,30,53,51,62,58,LB,60,64,33,30,22,22,34,35,63,31,63,54,39,61,51,61,42,55,46,62,55,64,63,60,60,65,57,52,33,Medium,High,33,Left,16,Sudamericana,Bolivia,Guabirá,65
35,120,Corrie Ndaba,63,71,27,53,58,60,75,CB,69,72,21,40,24,25,38,48,57,25,58,54,41,62,57,55,55,59,56,57,59,60,63,60,78,70,84,59,23,Medium,Medium,23,Left,18,cinch Prem,Republic of Ireland,Kilmarnock,82
34,120,Hassan Ndam,63,76,37,40,47,61,80,CB,74,78,26,52,48,36,41,37,30,39,48,43,34,60,50,52,45,45,44,55,63,64,62,60,84,74,85,72,25,Low,High,25,Right,19,MLS,Cameroon,Red Bulls,95
31,120,Jalen Neal,63,60,23,51,59,66,60,CB,63,57,17,35,15,29,38,48,26,24,69,63,29,53,63,67,65,54,66,68,53,69,66,63,61,66,62,49,20,Low,High,20,Right,18,MLS,United States,LA Galaxy,66
40,120,Dylan Nealis,63,70,40,46,56,62,69,RB,70,70,36,50,45,29,31,38,49,25,56,43,32,67,68,62,54,54,53,61,59,60,67,59,70,66,70,71,25,High,High,25,Right,18,MLS,United States,Red Bulls,79
35,120,Lucas Ness,63,68,32,44,48,62,72,CB,66,69,26,47,30,23,38,39,35,27,54,45,40,47,61,59,49,44,53,60,62,62,63,61,77,64,79,65,21,Medium,Medium,21,Right,19,EFL League One,England,Charlton Ath,80
52,120,Ahmad Ngouyamsa,63,76,40,53,64,58,66,RWB,77,76,27,55,54,30,46,51,51,37,60,54,39,81,75,55,60,65,46,54,52,57,64,60,69,71,65,60,22,Medium,High,22,Right,17,Ligue 2 BKT,Cameroon,Rodez AF,75
58,120,Matti Lund Nielsen,63,55,61,62,60,59,73,CM,55,55,58,72,65,48,48,54,62,58,66,65,60,71,66,67,64,54,64,63,57,60,59,54,67,89,73,54,35,High,High,35,Right,18,3F Superliga,Denmark,Hvidovre IF,74
62,120,Joel Nilsson,63,71,58,61,61,58,65,RW,68,74,62,57,55,51,45,64,61,48,63,58,54,66,65,64,61,60,61,58,46,60,60,56,60,72,65,58,29,Medium,Medium,29,Right,18,Allsvenskan,Sweden,Hammarby IF,75
44,120,Bryan Nokoue,63,74,42,50,58,58,68,RB,72,75,39,44,46,42,43,48,56,39,51,46,46,62,68,59,58,56,57,57,58,56,60,60,71,75,67,63,21,Medium,Medium,21,Right,18,Ligue 2 BKT,Cameroon,AS Saint-Étienne,70
62,120,Lasse Nordås,63,76,60,47,61,25,65,ST,75,76,63,58,58,54,55,48,38,36,57,40,44,64,57,58,63,60,55,24,59,22,20,18,78,60,76,42,21,Medium,Medium,21,Left,19,Eliteserien,Norway,Tromsø IL,77
