Player Name,Rank,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression
Pablo Luján,16113,56,65,41,51,57,41,51,68,63,38,48,38,38,41,47,48,35,59,54,35,65,79,58,57,54,41,36,49,38,42,46,49,58,49,48
Ben Lundt,16113,56,56,55,57,59,45,60,45,44,6,43,18,16,9,35,14,16,21,19,17,41,39,35,16,11,17,29,18,28,24,22,62,40,69,38
Magnus Lysholm,16113,56,59,25,36,41,58,67,64,54,22,28,24,22,34,36,45,28,36,29,31,56,48,52,40,36,38,58,48,52,65,60,64,64,75,49
Laurin Mack,16113,56,583,553,585,571,331,544,32,34,8,44,10,9,17,29,13,15,20,21,12,32,29,45,16,13,27,12,11,11,14,12,51,25,59,26
Théo Magnin,16113,56,63,33,40,59,54,45,64,62,30,40,32,28,36,35,45,27,43,39,32,72,84,60,54,57,46,51,48,60,53,55,39,61,32,58
Abdulaziz Makin,16113,56,70,48,48,60,36,38,69,70,53,43,42,43,42,47,47,43,50,49,41,64,70,51,60,60,50,37,36,32,40,38,43,48,33,39
Johan Manzambi,16113,56,69,45,55,61,53,61,67,70,46,54,33,42,42,54,50,37,60,58,44,71,70,60,59,59,55,49,53,58,53,50,63,60,64,55
Mohammed Marran,16113,56,64,56,41,54,20,55,62,65,62,53,47,49,55,49,30,28,47,35,36,72,64,50,54,51,47,15,54,18,16,12,68,58,59,38
Dan Martin,16113,56,67,45,53,57,52,60,69,66,43,47,49,39,46,54,44,36,59,56,42,62,70,55,58,54,49,52,44,52,54,50,54,65,61,52
Glan Martins,16113,56,69,48,531,56,501,67,71,67,41,60,55,38,44,56,40,40,60,59,45,67,63,43,56,54,57,55,41,52,47,47,62,74,73,45
Abdullah Matuq,16113,56,841,51,46,56,23,59,81,86,55,55,46,36,30,44,52,30,49,41,37,65,74,36,49,60,47,16,39,20,25,25,67,56,72,30
Evans Maurin,16113,56,69,56,50,62,19,54,69,69,56,59,61,36,58,48,49,42,57,47,33,68,65,50,58,65,50,17,52,12,17,16,60,56,58,42
Jon McCracken,16113,56,58,58,57,60,35,56,39,30,7,43,5,9,19,41,11,14,22,25,10,44,49,35,11,7,40,10,13,9,12,14,45,23,45,28
JJ McKiernan,16113,56,64,51,55,57,44,60,64,64,52,59,41,44,52,54,53,48,59,57,46,62,60,57,56,56,53,42,54,39,42,55,61,59,61,59
Brian McManus,16113,56,555,502,56,571,531,60,59,51,48,54,53,32,51,56,52,46,59,56,55,61,67,52,58,56,53,54,52,54,52,48,56,64,57,61
Aaron McNally,16113,56,68,48,52,58,52,57,66,69,50,49,40,49,52,51,54,41,53,53,54,62,66,48,56,59,51,49,51,52,53,53,58,58,58,53
Mateusz Mędrala,16113,56,57,57,55,58,28,55,26,32,9,41,6,8,19,38,14,11,29,29,12,24,35,44,18,11,24,9,15,8,18,12,54,35,66,31
Richard Meier,16113,56,61,55,46,56,18,54,58,63,60,49,50,56,57,46,38,34,56,40,43,70,62,58,56,52,47,20,52,15,10,17,56,65,59,25
Steffen Meuer,16113,56,67,59,51,56,30,63,66,68,62,61,55,55,52,53,50,34,58,37,48,68,73,44,56,54,50,28,45,27,30,23,62,57,71,49
Leny Meyer,16113,56,60,312,4610,576,522,573,63,58,27,42,23,25,38,36,51,28,53,47,32,58,63,48,55,59,49,49,47,50,56,55,60,62,53,59
Zoran Mitrov,16113,56,73,51,50,58,37,44,71,74,52,53,49,46,51,54,42,43,56,45,53,63,30,49,63,59,53,36,41,39,36,30,42,49,44,37
Cody Mizell,16113,56,56,51,60,58,21,54,19,24,12,45,11,17,25,41,20,18,31,38,20,30,54,56,15,16,38,10,16,11,18,19,44,27,51,29
Thoiba Singh Moirangthem,16113,56,644,392,474,522,521,727,58,69,38,42,41,24,38,48,34,40,55,52,36,67,75,45,50,48,45,54,46,52,53,53,69,78,71,68
Roméo Monticelli,16113,56,73,30,35,50,55,59,71,74,23,43,27,36,26,37,49,20,32,27,33,67,62,54,40,52,36,51,47,49,64,65,59,65,59,52
Kian Moore,16113,56,571,543,578,55,47,565,45,50,15,43,15,15,30,51,20,30,44,35,39,49,55,50,35,15,39,24,14,24,25,22,62,45,70,45
John Mountney,16113,56,4213,56,611,59,531,628,43,42,52,62,58,47,56,59,60,56,63,61,58,58,67,56,61,57,57,55,55,51,54,53,58,50,69,58
Muhmet Nebijan,16113,56,61,36,51,57,53,53,55,65,35,41,26,42,40,56,42,42,55,51,41,60,60,46,58,57,53,56,37,53,57,52,40,63,50,53
Joy Mukena,16113,56,56,29,35,40,58,60,61,52,21,42,30,31,41,34,30,33,39,34,31,50,68,49,38,33,51,57,54,59,58,58,61,53,65,54
Pascal Müller,16113,56,61,53,57,581,54,551,66,57,51,60,56,46,49,57,52,55,62,57,53,69,73,47,60,56,47,54,48,53,56,54,48,54,49,71
Cian Murphy,16113,56,59,55,49,56,32,58,57,61,58,54,49,44,54,54,45,42,52,43,40,58,55,50,57,56,56,34,52,36,23,20,58,57,60,52
Adam Murphy,16113,56,77,524,544,605,529,594,80,74,52,52,51,46,49,58,47,47,59,52,51,74,60,55,58,58,59,51,51,50,54,51,66,61,58,59
Kelly N'Mai,16113,56,85,47,49,60,27,38,88,82,44,54,48,39,43,51,48,33,53,46,46,86,90,48,54,56,56,31,31,22,28,26,43,53,33,32
Sivasakthi Narayanan,16113,56,77,56,48,57,31,46,77,77,58,54,52,51,55,52,39,43,51,48,42,78,80,51,54,53,50,29,52,35,23,24,62,64,41,30
Niklas Niehoff,16113,56,72,54,53,61,31,53,71,73,59,57,42,48,38,55,60,31,58,39,49,68,63,42,60,63,52,26,40,28,35,29,55,55,60,33
Tom Nixon,16113,56,61,29,45,54,53,58,63,59,29,30,24,28,33,39,53,29,49,38,36,57,62,53,49,57,38,54,39,52,56,55,51,54,61,59
Alex Nolan,16113,56,651,463,531,577,351,493,64,66,49,46,42,40,46,56,48,43,56,55,51,64,55,55,58,56,59,24,42,35,39,39,42,53,49,44
Darragh Noone,16113,56,522,491,531,543,558,551,50,54,50,50,48,44,45,51,52,48,57,52,48,53,54,56,55,54,52,55,53,53,56,55,53,55,58,50
Alan Nuñez,16113,56,67,271,47,531,54,491,65,69,21,29,30,28,33,48,49,30,54,34,33,62,67,47,51,52,40,50,48,55,59,51,47,55,47,49
Henry Obermeyer,16113,56,66,36,48,52,55,57,64,67,36,40,33,28,36,43,39,34,58,49,38,58,67,59,52,50,38,55,52,58,52,54,57,55,55,66
Zech Obiero,16113,56,73,43,51,60,36,451,75,72,40,50,44,43,38,58,46,38,54,51,44,80,74,52,58,57,60,28,43,30,42,40,43,56,42,37
Justin Obikwu,16113,56,83,55,36,52,19,64,82,84,60,54,50,39,60,38,29,29,40,31,40,57,51,56,52,50,51,12,51,16,14,20,79,59,77,32
Alfonso Ocampo-Chavez,16113,56,59,571,43,57,271,473,64,55,62,52,52,39,58,43,38,37,48,41,42,64,70,51,57,56,53,24,57,23,24,23,54,50,46,46
David Okagbue,16113,56,63,26,35,39,56,65,62,64,25,34,18,25,41,34,31,30,42,29,26,47,63,50,40,32,44,55,54,56,57,56,66,60,72,51
Mayka Okuka,16113,56,69,43,52,62,55,53,65,72,37,58,46,29,42,50,39,34,62,59,41,70,60,52,63,62,53,56,52,53,56,55,54,50,52,61
Oliver Olsen,16113,56,67,28,43,52,52,63,65,69,28,20,27,32,35,31,50,26,50,42,37,56,52,51,54,52,37,51,45,48,57,55,59,60,68,54
Toyosi Olusanya,16113,56,84,523,402,582,22,431,82,85,55,52,45,44,46,42,35,31,47,32,33,75,68,59,56,56,45,18,48,22,17,16,57,44,46,30
Tobi Omole,16113,56,622,37,451,45,541,661,64,60,35,48,31,28,40,45,42,32,53,41,35,55,44,54,45,42,48,50,53,53,57,55,66,65,71,53
Tyrese Omotoye,16113,56,80,57,38,57,18,54,77,82,59,57,53,46,62,45,38,34,40,26,44,69,46,54,60,55,42,13,45,18,14,11,64,52,62,32
Adriano Onyegbule,16113,56,73,46,49,63,34,59,74,73,46,54,39,39,46,53,44,46,52,45,48,76,53,53,58,66,53,23,38,43,29,38,62,42,73,43
Arquimides Ordoñez,16113,56,542,561,511,583,251,511,52,55,56,65,47,52,59,55,51,45,52,42,53,57,51,44,58,61,50,20,54,26,20,15,56,48,60,31
Evan Osam,16113,56,611,36,47,531,51,671,54,66,39,37,27,30,37,43,50,30,51,45,42,62,70,51,49,53,49,55,39,51,53,51,53,71,72,52
Trent Ostler,16113,56,652,551,494,552,4414,581,64,65,57,59,50,48,47,50,43,50,52,48,40,68,64,52,56,52,49,40,49,40,48,45,57,61,61,45
Mohamed Oukhattou,16113,56,69,45,50,66,29,39,67,71,42,54,42,54,45,61,40,47,49,49,64,78,62,53,64,68,59,36,41,24,28,22,36,42,38,39
Timothy Noor Ouma,16113,56,74,45,55,55,38,61,76,73,42,53,46,41,41,55,48,45,60,56,47,60,52,45,59,55,40,38,51,32,40,38,68,64,62,52
Sahil Panwar,16113,56,67,37,422,45,532,71,69,66,28,53,42,34,34,39,47,26,45,40,40,58,56,48,43,43,39,52,45,52,56,54,72,66,71,79
Michael Parker,16113,56,74,30,41,51,55,68,72,76,29,37,24,26,34,39,48,30,43,32,41,62,53,53,45,52,57,52,58,58,53,51,77,64,76,50
Gabriel Pellegrino,16113,56,71,38,54,59,53,56,73,70,34,43,42,29,39,61,44,33,59,56,36,79,75,55,56,58,38,53,49,50,57,54,59,60,55,55
Oliver Pettersson,16113,56,62,26,40,40,54,63,59,64,24,36,20,33,32,35,28,27,51,45,28,52,53,56,48,29,44,56,52,51,57,55,61,62,70,48
Piao Taoyu,16113,56,71,44,551,592,421,541,74,68,42,49,46,39,42,51,49,42,62,61,49,63,75,53,63,55,56,44,35,38,47,38,49,62,54,43
James Plant,16113,56,72,31,47,57,49,46,71,72,29,29,32,30,30,50,52,30,48,38,44,72,72,53,57,55,39,51,41,45,52,54,41,59,42,43
Albert Posiadała,16113,56,58,55,55,53,32,58,32,31,13,41,11,9,19,38,14,13,36,26,13,35,30,45,14,12,38,14,14,11,14,17,54,28,61,27
Filip Przybułek,16113,56,63,46,58,56,49,50,64,62,44,50,45,52,47,55,51,48,65,57,54,66,65,57,56,53,57,47,49,46,53,48,51,51,53,42
Maximilian Pußwald,16113,56,55,57,56,60,18,54,19,17,6,42,6,6,12,36,10,11,28,28,10,30,51,41,16,5,33,6,10,8,12,12,47,27,59,26
Sebastian Quirk,16113,56,74,52,56,61,51,56,78,70,50,59,53,44,52,53,61,45,59,55,48,79,72,53,58,60,53,48,49,52,55,47,58,67,51,55
Junior Quitirna,16113,56,63,48,53,61,41,37,63,63,49,53,44,40,48,54,50,40,56,58,46,85,85,50,58,57,50,35,46,39,45,42,38,45,33,39
Mohammed Rafique,16113,56,67,47,52,541,481,58,68,67,45,52,43,53,46,53,52,48,55,50,39,75,78,52,51,49,46,48,42,45,52,50,47,73,52,56
Liam Ravenhill,16113,56,64,435,511,571,553,669,67,61,40,48,45,35,43,56,36,36,58,55,38,65,76,58,57,53,48,55,44,57,57,56,54,73,63,69
Filip Rejczyk,16113,56,64,45,56,51,52,68,64,64,39,57,48,38,47,58,46,42,63,61,38,56,66,49,52,48,46,52,44,51,56,52,58,67,72,62
Rico Richards,16113,56,68,49,51,59,26,45,72,64,48,53,49,41,51,55,53,41,53,43,47,62,72,48,59,60,48,16,37,22,29,33,44,54,45,33
Sean Robertson,16113,56,80,45,48,55,49,47,81,80,42,51,44,47,46,47,51,44,50,43,51,80,76,45,51,52,48,50,40,49,51,47,46,61,42,43
Darren Robinson,16113,56,63,42,52,59,56,56,62,64,37,58,36,40,40,47,42,44,60,58,45,60,62,60,62,58,52,58,53,53,57,58,54,58,52,64
David Robson,16113,56,595,555,555,5811,15,546,15,15,9,41,6,9,14,43,13,13,23,17,10,32,42,47,16,11,32,7,12,6,13,12,42,16,51,18
Bogdan Rotar,16113,56,71,55,46,58,25,49,70,72,53,62,55,48,49,44,51,45,48,35,49,70,64,50,59,55,51,22,41,21,27,24,44,65,48,33
Filip Rózga,16113,56,75,43,53,56,25,50,75,75,49,39,34,44,39,51,54,44,56,49,47,64,48,42,54,59,45,16,32,30,25,24,48,52,53,41
Juan Rubiano,16113,56,67,42,59,55,36,54,66,68,39,46,42,42,50,60,54,42,64,65,48,69,70,49,56,50,54,29,48,33,39,34,54,60,55,44
Tadhg Ryan,16113,56,563,56,54,571,45,523,42,49,20,41,13,20,29,46,12,16,32,31,12,33,54,49,25,15,31,26,17,14,14,14,55,37,57,21
Aakash Sangwan,16113,56,68,36,47,50,52,56,70,66,33,41,39,35,34,52,49,29,47,45,42,59,68,53,47,49,44,54,35,52,56,54,49,63,56,50
Roman Schabbing,16113,56,56,58,56,52,28,53,30,26,8,42,8,9,15,38,15,11,22,18,12,25,30,53,13,9,22,7,10,8,13,11,49,24,56,22
Lasse Schulz,16113,56,57,60,57,56,20,551,21,18,8,43,7,7,11,39,14,9,20,20,12,22,24,38,18,11,29,12,14,8,11,12,52,15,63,18
Joshua Seberry,16113,56,62,27,42,44,56,58,61,62,21,38,28,26,33,39,32,38,49,47,40,47,56,51,53,34,52,54,56,55,58,58,61,59,59,51
Maximilian Sellinger,16113,56,65,32,49,51,55,561,64,65,26,46,33,28,30,50,37,32,57,55,31,67,66,48,53,46,36,56,51,53,58,56,54,59,53,61
Shang Yin,16113,56,72,43,50,625,45,62,68,75,40,49,42,37,43,46,45,35,56,58,32,57,70,47,59,67,43,44,45,45,45,49,57,70,60,58
George Shelvey,16113,56,604,57,583,572,24,53,25,22,5,44,7,8,14,41,14,13,30,34,11,37,44,44,24,19,43,10,10,10,13,13,51,23,60,28
Ross Sinclair,16113,56,57,54,53,55,24,54,19,32,7,40,5,7,17,43,10,13,32,31,12,34,53,52,29,12,21,7,11,5,12,12,42,17,50,25
Vikram Singh,16113,56,79,532,481,58,24,481,79,79,54,57,50,52,45,41,55,40,49,46,49,72,81,46,58,54,47,24,40,19,23,23,50,58,49,30
Gurmeet Singh,16113,56,561,563,554,56,29,574,27,31,5,41,9,5,17,33,10,12,22,15,12,31,45,43,14,6,33,8,13,5,12,11,46,22,53,22
Arshdeep Singh,16113,56,561,54,53,621,42,53,40,45,7,40,13,5,14,27,12,11,25,20,11,23,47,46,12,12,20,9,13,8,13,13,48,25,33,18
Boris Singh,16113,56,774,46,502,57,49,46,78,76,48,47,44,37,45,52,53,42,50,47,49,75,91,47,53,55,48,50,45,45,54,52,55,67,33,48
Ronald Sithole,16113,56,85,53,46,53,31,60,81,88,51,62,50,43,49,49,50,33,46,37,48,67,57,57,43,55,50,20,52,37,29,20,71,68,64,39
Jack Skahan,16113,56,64,473,571,57,42,60,67,61,45,60,38,37,47,53,47,45,65,66,48,64,67,51,58,54,55,32,51,40,48,44,62,63,65,44
Jackson Smith,16113,56,562,551,533,571,19,553,19,19,9,40,8,9,17,24,13,14,15,21,14,38,46,48,16,8,37,13,10,9,12,12,39,20,48,26
Vegard Solheim,16113,56,736,39,501,575,5211,541,71,74,36,45,39,34,36,46,45,40,56,54,45,73,74,50,56,54,50,53,50,50,53,53,62,53,58,43
Oscar Solnørdal,16113,56,63,46,53,56,531,552,61,64,42,53,48,42,44,55,43,42,60,56,40,61,57,54,57,54,58,54,52,52,53,53,53,59,53,54
Jakub Stec,16113,56,58,40,49,49,55,58,57,59,32,53,49,32,44,50,43,35,54,53,37,59,57,59,51,45,44,56,52,52,57,55,58,51,60,60
Elliot Stroud,16113,56,74,38,47,54,45,57,75,73,42,35,36,34,31,42,52,31,50,44,48,71,70,54,53,52,36,49,36,44,44,47,52,66,55,54
Sun Qinhan,16113,56,61,34,44,58,52,55,63,60,32,31,35,35,32,43,53,30,43,41,39,69,69,60,59,56,38,56,42,48,56,53,49,54,58,52
Sun Zheng'ao,16113,56,532,29,41,35,561,59,56,50,27,36,26,32,29,25,44,20,51,48,21,36,52,40,36,29,52,52,64,53,59,53,62,51,58,73
Matthew Sutton,16113,56,581,53,552,571,286,531,27,30,7,41,9,8,18,31,14,13,18,15,12,29,42,51,16,9,42,8,12,6,14,12,49,30,55,19
Nim Dorjee Tamang,16113,56,68,26,42,45,543,694,66,69,19,36,25,26,35,30,46,21,49,47,38,67,62,49,40,42,43,50,52,52,57,56,76,71,73,57
Aljaž Tavčar,16113,56,55,26,34,37,55,71,56,54,19,42,23,29,38,29,31,25,41,31,28,45,31,42,40,32,40,53,48,54,59,57,68,59,87,48
Emre Tezgel,16113,56,68,59,40,56,18,48,64,71,61,58,57,49,58,43,33,40,46,29,47,56,64,52,56,56,51,10,54,19,13,14,51,51,47,44
Dagur Dan Þór­halls­son,16113,56,64,50,56,57,45,59,64,64,50,51,49,44,46,57,48,38,62,57,49,66,73,55,56,54,53,37,49,44,49,47,55,64,58,55
Junior Tiensia,16113,56,77,32,43,56,47,59,77,77,23,44,34,30,36,39,47,28,47,38,42,73,71,48,52,56,48,49,39,41,52,52,53,74,54,53
Mert Yusuf Torlak,16113,56,59,49,54,63,32,391,64,55,45,57,50,44,51,56,53,45,56,52,60,71,80,56,61,62,54,27,34,36,29,36,35,34,42,40
Niko Tsakiris,16113,56,671,34,545,626,32,48,68,67,32,41,29,30,31,60,41,28,65,55,32,70,73,38,62,65,38,42,28,29,27,39,43,42,54,43
Cian Tyler,16113,56,583,542,553,603,26,522,24,28,7,41,6,5,10,41,11,14,25,17,12,25,27,49,15,6,23,9,12,8,11,14,52,20,63,19
Marius Ulla,16113,56,57,56,53,55,30,55,31,28,8,40,7,9,17,36,10,12,20,23,10,24,38,48,13,6,24,6,12,6,13,11,46,27,50,21
Kayne van Oevelen,16113,56,593,531,541,541,30,521,29,32,9,41,8,8,14,33,12,12,25,19,11,24,21,56,13,6,27,10,11,8,12,14,46,21,70,25
Ethon Varian,16113,56,60,54,48,57,21,57,61,59,55,54,51,53,63,54,47,31,52,40,39,59,57,58,62,54,56,19,52,20,17,12,61,56,64,39
Luis Vásquez,16113,56,67,46,55,59,36,38,65,69,44,50,46,35,45,56,46,39,63,60,41,63,85,48,60,57,45,44,33,29,38,34,31,57,31,33
Eduardo Villanueva,16113,56,57,58,56,58,23,58,17,32,5,42,9,9,11,57,13,13,18,25,12,28,34,34,14,6,22,9,11,7,13,14,43,20,54,19
Lewis Walker,16113,56,69,54,39,53,25,57,68,70,57,53,52,41,52,50,29,31,45,31,34,58,63,56,54,51,47,17,58,25,19,23,68,55,68,31
Wang Yaopeng,16113,56,631,27,341,49,56,66,63,63,22,40,18,25,36,22,24,23,47,38,20,56,51,53,48,47,43,59,51,55,57,52,66,68,72,50
Wang Yang,16113,56,631,33,45,47,56,591,56,68,32,30,33,40,41,28,49,33,53,50,28,48,60,52,51,43,45,56,56,50,61,58,62,58,63,48
Wang Yu,16113,56,60,38,50,53,49,53,60,60,35,46,36,36,32,56,33,33,59,54,33,63,72,59,58,46,38,57,46,48,49,41,40,75,42,56
Suresh Wangjam,16113,56,835,384,51,583,49,735,85,81,32,47,45,26,39,55,37,41,58,57,30,85,84,57,55,52,57,54,40,48,51,48,55,88,68,71
Wei Minzhe,16113,56,56,56,53,56,23,55,19,29,12,40,11,18,12,25,13,12,26,23,16,35,25,49,16,10,20,15,16,16,13,15,51,26,60,22
Szymon Weirauch,16113,56,53,54,554,605,32,542,31,33,11,41,8,8,16,37,11,11,23,28,12,31,25,49,15,6,22,14,14,6,11,12,54,26,60,18
Reece Welch,16113,56,574,24,303,30,553,651,42,70,17,39,22,23,36,25,20,21,42,30,24,37,41,41,35,22,42,52,59,50,60,55,63,52,74,59
Harry Williams,16113,56,58,24,34,36,54,69,54,62,21,33,18,26,32,29,29,24,43,34,24,44,42,50,37,31,41,53,56,55,54,52,69,58,79,59
Charlie Winfield,16113,56,74,28,40,51,51,54,77,72,28,26,25,27,34,38,46,28,42,35,32,65,47,54,41,55,39,53,46,41,58,57,54,65,47,57
Tyler Wolff,16113,56,72,44,56,59,36,50,71,73,41,48,43,38,55,52,50,32,65,62,34,65,75,52,60,58,48,38,40,34,42,17,53,52,58,26
Max Woltman,16113,56,67,54,492,601,21,461,69,66,55,54,50,52,51,48,47,32,55,45,45,65,65,57,59,60,49,19,51,15,19,18,52,52,48,32
Harry Wood,16113,56,602,49,594,581,491,543,60,60,46,55,51,48,41,58,53,62,61,61,65,68,59,51,59,55,56,52,47,43,52,53,53,57,58,41
Marco Wörner,16113,56,68,52,49,57,42,57,66,69,55,50,51,42,46,52,40,41,55,50,44,63,60,58,57,55,55,30,53,49,40,42,59,51,59,60
Marcel Wszołek,16113,56,55,37,50,50,53,59,51,59,31,46,39,32,46,45,42,44,58,57,36,57,65,54,54,44,47,48,47,52,57,58,52,59,60,57
Wu Guichao,16113,56,782,431,492,602,42,411,70,85,43,46,40,38,44,52,48,35,52,47,43,81,86,52,56,59,40,42,43,44,38,42,36,48,31,56
Xu Yang,16113,56,62,55,55,57,57,57,59,65,53,58,56,45,56,58,48,54,57,57,45,63,70,56,52,58,60,58,42,61,60,52,51,40,63,64
Yang Chaosheng,16113,56,83,522,42,62,45,52,85,81,57,56,43,43,53,42,48,35,46,29,42,84,76,50,58,61,41,48,46,43,46,43,64,64,56,26
Yang Dong Hyen,16113,56,354,596,51,535,251,532,34,35,58,58,59,62,63,55,50,48,54,41,46,34,50,46,62,51,60,24,57,20,22,21,56,33,69,38
Yang Yilin,16113,56,58,42,562,571,397,481,55,61,36,52,38,42,46,56,57,42,58,56,44,64,64,53,47,61,56,33,32,32,48,49,36,53,49,42
Jonny Yull,16113,56,711,45,503,57,41,52,69,72,42,45,51,39,47,58,31,43,58,46,48,77,70,48,54,54,56,39,39,38,47,41,46,64,50,42
Zhao Yingjie,16113,56,65,55,52,52,53,65,62,68,53,69,53,32,43,59,41,41,55,51,53,67,72,59,55,46,38,58,47,56,51,47,57,73,64,57
Adam Zimarino,16113,56,68,57,49,56,33,56,69,67,58,60,56,49,48,52,50,42,51,41,45,71,68,48,54,55,50,28,48,29,37,30,53,56,54,60
Tizian Zimmermann,16113,56,62,40,53,55,56,54,59,64,38,49,34,34,43,49,44,34,64,54,39,63,58,49,57,54,43,54,47,56,59,59,58,54,54,54
Malwin Zok,16113,56,56,54,51,60,34,52,31,38,5,38,7,6,10,22,13,14,15,16,14,35,21,56,18,7,38,6,12,8,14,14,59,20,72,19
Tobi Adeyemo,16393,55,65,55,38,50,20,56,67,64,56,57,51,41,64,43,29,30,47,28,33,56,53,54,54,46,52,17,54,20,12,15,64,51,67,32
Martin Agnarsson,16393,55,67,42,51,59,47,43,66,68,45,37,40,37,42,42,55,36,55,52,45,72,71,53,56,58,52,49,40,44,52,47,36,55,39,39
Johan Persson Åhstedt,16393,55,65,33,45,57,48,54,64,65,30,34,35,25,38,46,55,27,45,40,35,57,67,46,58,58,42,49,42,45,50,50,45,63,51,50
Khalil Al Absi,16393,55,757,461,481,562,2910,475,70,79,48,42,43,39,48,48,48,37,52,43,37,77,64,49,54,55,43,30,31,29,32,20,50,57,48,29
Moataz Al Baqawi,16393,55,57,54,52,58,32,51,33,30,6,39,6,8,11,39,12,13,35,27,12,37,42,46,20,9,35,9,14,15,14,12,58,23,54,27
Abdulrahman Al Enazi,16393,55,67,35,55,60,47,56,69,65,35,41,32,25,30,57,54,42,55,59,58,69,81,51,62,56,56,53,40,44,49,48,55,68,50,56
Firas Al Ghamdi,16393,55,73,48,50,54,48,53,72,74,47,51,50,36,45,51,51,42,53,48,43,57,76,52,54,53,43,49,45,48,50,45,57,52,55,50
Abdulrahman Al Hajeri,16393,55,641,39,481,52,521,572,63,64,38,42,37,25,54,44,52,41,50,51,40,52,58,51,51,52,45,54,44,53,53,51,53,57,62,44
Omar Al Jadaani,16393,55,70,52,48,56,26,39,73,67,52,59,42,48,59,47,59,32,46,45,39,72,84,48,50,56,46,17,39,25,29,29,37,52,32,40
Mohammed Al Mahasna,16393,55,562,542,521,541,45,561,44,46,5,39,9,6,14,46,14,12,29,22,13,43,50,48,12,9,35,8,13,7,10,8,54,29,55,33
Hassan Al Mohammed,16393,55,63,41,47,53,50,70,62,63,45,40,33,33,39,46,40,37,53,51,39,63,66,50,53,51,47,55,40,47,53,45,66,63,72,73
Salem Al Najdi,16393,55,65,25,39,49,53,59,66,64,22,26,25,22,30,34,45,32,42,36,27,56,64,49,51,45,41,51,57,55,52,54,64,53,60,61
Abdulrahman Al Sanbi,16393,55,56,54,52,57,43,56,45,40,8,39,13,9,14,42,10,13,25,28,12,34,46,46,13,12,33,9,15,8,10,9,44,28,44,26
Mohammed Al Yami,16393,55,70,33,45,50,53,68,63,75,31,41,30,28,35,46,39,31,50,45,39,59,51,49,46,51,46,58,45,52,52,60,66,72,64,73
Jordan Amissah,16393,55,581,551,581,516,23,536,21,27,9,44,6,5,14,34,13,14,16,24,14,37,32,50,13,14,35,14,13,9,10,14,50,28,60,17
Victor Andersson,16393,55,74,45,51,60,23,34,73,74,48,46,40,40,46,47,52,52,54,50,50,81,80,38,58,59,49,20,29,18,28,23,35,36,33,34
Devin Angleberger,16393,55,62,41,55,561,57,481,64,61,36,51,42,39,36,58,48,33,61,59,45,71,73,55,55,52,47,60,41,60,57,60,41,52,48,44
Alexander Aoraha,16393,55,66,44,55,57,46,53,69,64,41,48,41,48,53,53,47,47,61,60,52,67,69,51,57,54,53,53,48,42,44,46,48,62,48,53
Nathan Asiimwe,16393,55,76,33,43,50,50,64,74,77,28,40,33,25,39,39,53,36,44,36,42,63,66,46,45,50,46,50,45,49,52,50,64,64,68,55
Ali Auglah,16393,55,73,49,48,58,31,53,76,70,48,54,48,40,46,50,46,44,50,42,49,78,77,51,55,56,49,30,40,28,34,27,55,49,55,52
Taha Ayari,16393,55,75,47,49,62,27,39,76,74,46,48,48,45,44,47,50,35,52,46,45,83,77,36,61,61,48,19,38,25,29,33,41,46,38,31
Alex Badolato,16393,55,695,521,4912,599,4224,566,72,67,53,51,48,46,55,53,41,43,53,47,48,72,74,52,56,57,52,40,50,39,45,42,58,60,52,59
Nicola Bagnolini,16393,55,52,57,60,56,34,53,31,38,8,45,8,7,18,32,9,15,32,28,9,32,41,44,18,11,30,9,9,7,12,12,54,30,67,22
Reed Baker-Whiting,16393,55,666,4810,512,563,513,551,68,65,46,54,49,35,40,51,45,39,57,51,50,63,63,50,56,54,55,49,46,52,53,50,55,56,57,50
Kofi Balmer,16393,55,64,31,41,46,54,61,65,63,30,40,22,37,41,32,36,31,49,50,31,57,60,54,43,42,49,56,50,56,52,51,61,57,63,62
Cian Bargary,16393,55,69,48,48,56,46,60,71,68,50,51,44,33,48,45,53,44,51,41,48,67,57,49,55,57,43,42,47,48,47,42,61,61,60,59
Vincy Barretto,16393,55,8811,461,48,571,24,47,84,91,49,47,39,40,50,45,52,36,48,48,47,76,81,40,54,55,45,17,33,25,25,26,53,44,52,38
Kaare Barslund,16393,55,70,22,38,44,55,53,67,73,15,36,21,24,25,32,27,29,48,44,23,58,67,53,44,38,41,51,56,52,60,58,62,44,58,51
Furkan Bekleviç,16393,55,56,54,50,55,30,54,30,30,7,38,6,8,15,46,13,10,26,19,14,27,48,50,17,10,37,7,14,5,14,10,39,22,43,24
Brayan Benitez,16393,55,59,53,55,50,25,50,30,18,8,41,9,5,18,44,11,11,18,14,12,32,24,58,14,14,34,9,13,8,11,10,53,23,60,18
Bryant Bilongo,16393,55,64,29,33,49,54,48,64,64,28,24,30,30,34,34,49,28,28,25,32,51,73,54,37,54,37,47,48,50,63,57,40,64,38,54
