Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age,Foot,Height,League,Nation,Team,Weight,Reflexes,Positioning2,Kicking,Handling,Diving
11,15820,GK,59,57,57,31,59,56,56,Hannes Sveijer,31,30,9,42,9,10,14,25,11,11,23,23,12,37,35,46,14,10,25,12,14,12,12,12,44,22,47,23,21,Medium,Medium,21,Right,187CM,Allsvenskan,Sweden,IK Sirius,84KG,,,,,
9,15820,GK,62,57,51,24,62,50,58,Georgios Theocharis,24,23,9,38,6,6,14,37,12,11,29,24,11,32,32,46,11,14,24,9,13,10,15,12,57,17,71,21,21,Medium,Medium,21,Left,189CM,Hellas Liga,Greece,AEK Athens,95KG,,,,,
7,15820,GK,57,57,55,24,59,57,55,Sam Tickle,22,28,6,43,7,6,16,38,12,10,29,28,13,31,50,52,23,16,36,12,11,6,10,13,44,22,52,28,21,Medium,Medium,21,Right,187CM,EFL League One,England,Wigan Athletic,74KG,,,,,
9,15820,GK,602,57,532,58,601,621,583,Joe Walsh,53,65,9,47,8,11,8,38,15,14,36,32,12,64,49,41,27,17,50,14,12,15,15,12,55,40,53,21,21,Medium,Medium,21,Right,185CM,EFL Championship,England,QPR,78KG,,,,,
4,15820,GK,58,57,49,24,61,56,57,Joe Whitworth,20,29,8,42,8,5,18,25,13,14,25,19,13,32,45,56,10,9,37,14,12,6,11,10,45,17,54,22,19,Medium,Medium,19,Right,183CM,Premier League,England,Crystal Palace,70KG,,,,,
18,16113,GK,561,56,582,45,55,54,53,Basim Al Baqi,47,41,14,41,20,13,16,27,15,12,22,20,15,38,38,52,24,14,48,21,18,11,14,16,61,32,63,25,34,Medium,Medium,34,Right,187CM,ROSHN Saudi League,Saudi Arabia,Al Wehda,89KG,,,,,
6,16113,GK,57,56,54,30,58,54,53,Aske Andresen,30,31,5,41,6,9,18,42,12,12,41,40,10,40,34,48,40,10,32,10,28,9,11,13,55,22,57,24,18,Medium,Medium,18,Right,199CM,3F Superliga,Denmark,Silkeborg IF,78KG,,,,,
8,16113,GK,583,56,573,17,532,562,543,Isaac Boehmer,16,19,10,42,10,10,16,27,15,13,30,27,13,27,35,53,13,14,39,10,13,8,14,15,50,28,62,27,22,Medium,Medium,22,Right,188CM,MLS,Canada,Whitecaps FC,84KG,,,,,
8,16113,GK,58,56,50,24,63,52,60,Luca Böggemann,20,29,5,39,7,7,19,23,10,13,18,29,11,39,24,39,17,8,36,9,10,7,11,10,50,26,63,19,19,Medium,Medium,19,Right,195CM,Bundesliga 2,Germany,VfL Osnabrück,80KG,,,,,
16,16113,GK,55,56,564,51,56,55,551,Richard Brush,51,52,17,41,12,17,19,36,16,14,23,43,10,52,49,48,17,11,57,18,10,18,13,10,58,25,59,36,39,Medium,Medium,39,Right,185CM,SSE Airtricity PD,England,Sligo Rovers,86KG,,,,,
8,16113,GK,55,56,56,23,57,54,59,Jonah Busse,22,24,9,41,6,9,17,30,11,11,16,18,16,30,22,45,17,12,30,10,14,9,10,14,51,22,60,25,18,Medium,Medium,18,Right,190CM,3. Liga,Germany,Arminia Bielefeld,80KG,,,,,
5,16113,GK,591,56,542,25,591,57,555,Jacob Chapman,27,22,6,43,9,8,18,38,12,10,29,23,10,25,48,39,19,12,27,7,12,6,10,10,42,23,46,26,23,Medium,Medium,23,Right,185CM,EFL Championship,Australia,Huddersfield,75KG,,,,,
6,16113,GK,594,56,537,20,563,55,576,Ethan Cox,20,20,5,41,9,6,15,33,11,13,21,21,14,37,42,42,16,12,23,7,11,9,11,12,35,23,43,20,19,Medium,Medium,19,Right,182CM,A-League,Australia,Adelaide United,74KG,,,,,
8,16113,GK,55,56,57,20,58,60,57,Mateusz Dudek,19,21,7,45,5,9,13,34,10,11,28,26,13,24,44,39,19,9,23,12,11,8,14,13,43,24,52,25,21,Medium,Medium,21,Right,186CM,PKO BP Ekstraklasa,Poland,Stal Mielec,78KG,,,,,
6,16113,GK,56,56,54,30,53,53,58,Joaquín García,28,33,9,40,8,5,22,26,21,6,32,42,21,23,42,51,10,7,34,27,11,21,23,21,36,18,37,34,24,Medium,Medium,24,Right,183CM,Sudamericana,Chile,Audax Italiano,82KG,,,,,
7,16113,GK,591,56,531,29,542,601,584,Ruly García,32,25,7,45,5,8,17,27,12,14,25,27,12,24,41,46,11,5,24,14,13,7,14,14,39,26,43,16,23,Medium,Medium,23,Right,188CM,LALIGA EA SPORTS,Spain,RC Celta,83KG,,,,,
9,16113,GK,61,56,50,51,59,50,53,Alexane Gery,51,52,11,38,10,7,11,24,9,13,22,17,15,47,52,47,13,9,36,11,13,10,10,12,45,32,40,18,17,Medium,Medium,17,Right,168CM,D1 Arkema,France,AS Saint Étienne,60KG,,,,,
5,16113,GK,58,56,52,21,59,54,52,Nicolas Glaus,15,29,9,41,9,8,17,32,12,13,20,22,13,37,34,50,17,7,30,9,12,8,13,14,46,19,56,22,21,Medium,Medium,21,Right,186CM,CSSL,Switzerland,Grasshopper Club,82KG,,,,,
5,16113,GK,591,56,512,18,581,561,562,Justin Hammel,18,19,7,42,5,6,15,28,15,11,31,24,12,28,44,46,19,7,25,12,11,14,14,13,49,25,60,29,23,Medium,Medium,23,Right,185CM,CSSL,Switzerland,Grasshopper Club,84KG,,,,,
13,16113,GK,57,56,55,51,54,58,54,Han Feng,50,52,14,44,15,17,15,54,13,14,44,43,19,57,61,54,13,24,65,12,20,28,23,18,63,36,64,34,40,Medium,Medium,40,Right,187CM,CSL,China PR,Cangzhou FC,80KG,,,,,
6,16113,GK,542,56,542,22,562,571,561,Nick Hayes,19,27,6,43,6,9,13,44,12,13,21,15,10,51,42,55,11,8,47,8,13,7,13,11,32,18,33,23,24,Medium,Medium,24,Right,195CM,EFL Championship,England,Ipswich,84KG,,,,,
6,16113,GK,57,56,60,23,55,59,56,Diego Huesca,25,21,9,44,7,7,10,59,10,12,17,18,14,38,41,37,12,8,38,13,10,9,12,13,45,17,52,21,23,Medium,Medium,23,Left,183CM,Sudamericana,Paraguay,Tacuary,78KG,,,,,
7,16113,GK,541,56,552,29,582,58,55,Liam Isherwood,31,27,8,44,8,5,15,40,13,12,22,21,14,21,29,52,11,14,38,13,12,5,12,13,47,19,52,27,21,Medium,Medium,21,Right,193CM,EFL League Two,England,Accrington,76KG,,,,,
11,16113,GK,58,56,54,36,56,57,56,Tobias Haahr Jakobsen,35,37,10,43,10,12,22,45,16,15,34,32,15,40,42,46,24,16,36,12,14,12,15,15,44,26,45,26,20,Medium,Medium,20,Right,188CM,3F Superliga,Denmark,Vejle Boldklub,78KG,,,,,
4,16113,GK,56,56,59,24,57,59,58,Wille Jakobsson,27,20,5,44,5,5,12,34,13,11,20,19,11,27,37,38,11,12,30,7,12,9,14,10,49,27,57,24,21,Medium,Medium,21,Right,189CM,Allsvenskan,Sweden,IFK Norrköping,85KG,,,,,
9,16113,GK,58,56,493,17,561,58,551,Sven Jansen,16,18,11,44,10,8,17,40,20,11,27,21,17,22,53,54,15,18,33,8,12,9,13,11,51,21,51,19,19,Medium,Medium,19,Right,192CM,Eredivisie,Holland,Go Ahead Eagles,78KG,,,,,
6,16113,GK,56,56,56,26,54,52,59,Timo Jansink,22,31,8,39,6,8,10,26,15,11,23,16,12,23,23,48,15,14,32,8,12,10,14,12,39,17,58,20,20,Medium,Medium,20,Right,198CM,Eredivisie,Holland,Heracles Almelo,82KG,,,,,
9,16113,GK,52,56,56,16,59,59,57,Jaaso Jantunen,16,15,9,44,7,7,19,31,14,14,20,17,11,21,23,48,16,12,28,13,14,7,13,10,49,19,60,28,18,Medium,Medium,18,Right,196CM,3. Liga,Finland,SC Freiburg II,75KG,,,,,
8,16113,GK,53,56,56,27,60,61,55,Jakob Kindberg,30,23,5,46,9,7,11,38,14,10,29,37,12,23,46,46,10,14,41,10,13,9,11,10,47,28,51,24,29,Medium,Medium,29,Right,184CM,Allsvenskan,Sweden,Kalmar FF,80KG,,,,,
6,16113,GK,61,56,48,32,57,54,55,Marian Kirsch,26,40,7,41,6,6,11,33,10,10,28,25,11,31,24,50,11,9,39,10,11,8,10,9,58,29,74,25,19,Medium,Medium,19,Right,196CM,3. Liga,Germany,B. Dortmund II,80KG,,,,,
6,16113,GK,60,56,53,25,57,58,53,Bernt Klaverboer,21,30,8,44,10,6,20,28,13,12,30,28,15,24,23,49,23,20,28,10,12,10,16,18,42,22,65,15,18,Medium,Medium,18,Right,190CM,Eredivisie,Holland,sc Heerenveen,84KG,,,,,
5,16113,GK,61,56,51,32,56,52,57,Matthias Köbbing,28,38,8,39,10,8,15,44,10,9,28,27,11,29,22,49,17,12,37,12,11,11,14,15,52,25,60,34,26,Medium,Medium,26,Right,196CM,Bundesliga,Germany,1. FC Köln,94KG,,,,,
8,16113,GK,58,56,50,40,58,60,56,Peder Hoel Lervik,41,39,8,45,12,12,16,45,14,13,28,34,14,39,44,48,21,14,39,14,11,13,12,12,46,27,48,23,18,Medium,Medium,18,Right,185CM,Eliteserien,Norway,Molde FK,80KG,,,,,
14,16113,GK,56,56,57,43,53,53,58,Liu Zhenli,41,47,14,40,19,12,14,42,13,16,13,19,14,43,49,51,25,12,62,23,15,11,17,19,47,39,47,29,38,Medium,Medium,38,Right,194CM,CSL,China PR,Qingdao Hainiu,97KG,,,,,
19,16113,GK,56,56,60,45,59,57,55,Ben Lundt,45,44,6,43,18,16,9,35,14,16,21,19,17,41,39,35,16,11,17,29,18,28,24,22,62,40,69,38,28,Medium,Medium,28,Right,198CM,MLS,Germany,St. Louis CITY SC,99KG,,,,,
9,16113,GK,583,56,544,331,571,585,553,Laurin Mack,32,34,8,44,10,9,17,29,13,15,20,21,12,32,29,45,16,13,27,12,11,11,14,12,51,25,59,26,20,Medium,Medium,20,Right,185CM,3. Liga,Germany,SC Freiburg II,80KG,,,,,
6,16113,GK,58,56,56,35,60,57,58,Jon McCracken,39,30,7,43,5,9,19,41,11,14,22,25,10,44,49,35,11,7,40,10,13,9,12,14,45,23,45,28,23,Medium,Medium,23,Right,185CM,EFL Championship,Scotland,Norwich,77KG,,,,,
9,16113,GK,57,56,55,28,58,55,57,Mateusz Mędrala,26,32,9,41,6,8,19,38,14,11,29,29,12,24,35,44,18,11,24,9,15,8,18,12,54,35,66,31,17,Medium,Medium,17,Left,189CM,PKO BP Ekstraklasa,Poland,Lech Poznań,86KG,,,,,
10,16113,GK,56,56,54,21,58,60,51,Cody Mizell,19,24,12,45,11,17,25,41,20,18,31,38,20,30,54,56,15,16,38,10,16,11,18,19,44,27,51,29,32,Medium,Medium,32,Right,185CM,MLS,United States,New York City FC,85KG,,,,,
15,16113,GK,571,56,565,47,55,578,543,Kian Moore,45,50,15,43,15,15,30,51,20,30,44,35,39,49,55,50,35,15,39,24,14,24,25,22,62,45,70,45,20,Medium,Medium,20,Right,184CM,SSE Airtricity PD,Republic of Ireland,UCD AFC,80KG,,,,,
8,16113,GK,58,56,58,32,53,55,55,Albert Posiadała,32,31,13,41,11,9,19,38,14,13,36,26,13,35,30,45,14,12,38,14,14,11,14,17,54,28,61,27,20,Medium,Medium,20,Right,192CM,PKO BP Ekstraklasa,Poland,Radomiak Radom,78KG,,,,,
7,16113,GK,55,56,54,18,60,56,57,Maximilian Pußwald,19,17,6,42,6,6,12,36,10,11,28,28,10,30,51,41,16,5,33,6,10,8,12,12,47,27,59,26,21,Medium,Medium,21,Right,182CM,Ö. Bundesliga,Austria,TSV Hartberg,71KG,,,,,
8,16113,GK,595,56,546,15,5811,555,555,David Robson,15,15,9,41,6,9,14,43,13,13,23,17,10,32,42,47,16,11,32,7,12,6,13,12,42,16,51,18,21,Medium,Medium,21,Right,192CM,EFL Championship,Wales,Hull City,80KG,,,,,
14,16113,GK,563,56,523,45,571,54,56,Tadhg Ryan,42,49,20,41,13,20,29,46,12,16,32,31,12,33,54,49,25,15,31,26,17,14,14,14,55,37,57,21,26,Medium,Medium,26,Right,181CM,SSE Airtricity PD,Republic of Ireland,Derry City,74KG,,,,,
7,16113,GK,56,56,53,28,52,56,58,Roman Schabbing,30,26,8,42,8,9,15,38,15,11,22,18,12,25,30,53,13,9,22,7,10,8,13,11,49,24,56,22,21,Medium,Medium,21,Right,195CM,3. Liga,Germany,Preußen Münster,87KG,,,,,
5,16113,GK,57,56,551,20,56,57,60,Lasse Schulz,21,18,8,43,7,7,11,39,14,9,20,20,12,22,24,38,18,11,29,12,14,8,11,12,52,15,63,18,20,Medium,Medium,20,Right,198CM,3F Superliga,Finland,Viborg FF,84KG,,,,,
5,16113,GK,604,56,53,24,572,583,57,George Shelvey,25,22,5,44,7,8,14,41,14,13,30,34,11,37,44,44,24,19,43,10,10,10,13,13,51,23,60,28,22,Medium,Medium,22,Right,188CM,Premier League,England,Nott'm Forest,77KG,,,,,
4,16113,GK,57,56,54,24,55,53,54,Ross Sinclair,19,32,7,40,5,7,17,43,10,13,32,31,12,34,53,52,29,12,21,7,11,5,12,12,42,17,50,25,22,Medium,Medium,22,Right,197CM,cinch Prem,Scotland,St. Johnstone,75KG,,,,,
6,16113,GK,561,56,574,29,56,554,563,Gurmeet Singh,27,31,5,41,9,5,17,33,10,12,22,15,12,31,45,43,14,6,33,8,13,5,12,11,46,22,53,22,24,Medium,Medium,24,Right,183CM,Hero ISL,India,Hyderabad FC,80KG,,,,,
5,16113,GK,561,56,53,42,621,53,54,Arshdeep Singh,40,45,7,40,13,5,14,27,12,11,25,20,11,23,47,46,12,12,20,9,13,8,13,13,48,25,33,18,26,Medium,Medium,26,Right,181CM,Hero ISL,India,FC Goa,69KG,,,,,
5,16113,GK,562,56,553,19,571,533,551,Jackson Smith,19,19,9,40,8,9,17,24,13,14,15,21,14,38,46,48,16,8,37,13,10,9,12,12,39,20,48,26,22,Medium,Medium,22,Right,187CM,EFL League Two,England,Walsall,76KG,,,,,
5,16113,GK,581,56,531,286,571,552,53,Matthew Sutton,27,30,7,41,9,8,18,31,14,13,18,15,12,29,42,51,16,9,42,8,12,6,14,12,49,30,55,19,23,Medium,Medium,23,Right,188CM,A-League,Australia,Western United,78KG,,,,,
7,16113,GK,583,56,522,26,603,553,542,Cian Tyler,24,28,7,41,6,5,10,41,11,14,25,17,12,25,27,49,15,6,23,9,12,8,11,14,52,20,63,19,21,Medium,Medium,21,Right,203CM,EFL Championship,Wales,Coventry City,89KG,,,,,
7,16113,GK,57,56,55,30,55,53,56,Marius Ulla,31,28,8,40,7,9,17,36,10,12,20,23,10,24,38,48,13,6,24,6,12,6,13,11,46,27,50,21,21,Medium,Medium,21,Right,192CM,Eliteserien,Norway,Stabæk Fotball,82KG,,,,,
5,16113,GK,593,56,521,30,541,541,531,Kayne van Oevelen,29,32,9,41,8,8,14,33,12,12,25,19,11,24,21,56,13,6,27,10,11,8,12,14,46,21,70,25,20,Medium,Medium,20,Right,199CM,Eredivisie,Holland,FC Volendam,84KG,,,,,
6,16113,GK,57,56,58,23,58,56,58,Eduardo Villanueva,17,32,5,42,9,9,11,57,13,13,18,25,12,28,34,34,14,6,22,9,11,7,13,14,43,20,54,19,19,Medium,Medium,19,Right,187CM,Libertadores,Chile,Colo-Colo,76KG,,,,,
13,16113,GK,56,56,55,23,56,53,56,Wei Minzhe,19,29,12,40,11,18,12,25,13,12,26,23,16,35,25,49,16,10,20,15,16,16,13,15,51,26,60,22,25,Medium,Medium,25,Right,193CM,CSL,China PR,Shenzhen FC,78KG,,,,,
7,16113,GK,53,56,542,32,605,554,54,Szymon Weirauch,31,33,11,41,8,8,16,37,11,11,23,28,12,31,25,49,15,6,22,14,14,6,11,12,54,26,60,18,19,Medium,Medium,19,Right,190CM,PKO BP Ekstraklasa,Poland,Zagłębie Lubin,76KG,,,,,
6,16113,GK,56,56,52,34,60,51,54,Malwin Zok,31,38,5,38,7,6,10,22,13,14,15,16,14,35,21,56,18,7,38,6,12,8,14,14,59,20,72,19,20,Medium,Medium,20,Right,195CM,3. Liga,Germany,SV Waldhof,89KG,,,,,
5,16393,GK,57,55,51,32,58,52,54,Moataz Al Baqawi,33,30,6,39,6,8,11,39,12,13,35,27,12,37,42,46,20,9,35,9,14,15,14,12,58,23,54,27,25,Medium,Medium,25,Left,180CM,ROSHN Saudi League,Saudi Arabia,Al Tai,73KG,,,,,
7,16393,GK,562,55,561,45,541,521,542,Mohammed Al Mahasna,44,46,5,39,9,6,14,46,14,12,29,22,13,43,50,48,12,9,35,8,13,7,10,8,54,29,55,33,26,Medium,Medium,26,Right,180CM,ROSHN Saudi League,Saudi Arabia,Damac FC,71KG,,,,,
8,16393,GK,56,55,56,43,57,52,54,Abdulrahman Al Sanbi,45,40,8,39,13,9,14,42,10,13,25,28,12,34,46,46,13,12,33,9,15,8,10,9,44,28,44,26,22,Medium,Medium,22,Right,184CM,ROSHN Saudi League,Saudi Arabia,Al Ahli,74KG,,,,,
4,16393,GK,581,55,536,23,516,581,551,Jordan Amissah,21,27,9,44,6,5,14,34,13,14,16,24,14,37,32,50,13,14,35,14,13,9,10,14,50,28,60,17,22,Medium,Medium,22,Right,198CM,Premier League,Germany,Sheffield Utd,97KG,,,,,
9,16393,GK,52,55,53,34,56,60,57,Nicola Bagnolini,31,38,8,45,8,7,18,32,9,15,32,28,9,32,41,44,18,11,30,9,9,7,12,12,54,30,67,22,19,Medium,Medium,19,Right,193CM,Serie A TIM,Italy,Bologna,78KG,,,,,
7,16393,GK,56,55,54,30,55,50,54,Furkan Bekleviç,30,30,7,38,6,8,15,46,13,10,26,19,14,27,48,50,17,10,37,7,14,5,14,10,39,22,43,24,24,Medium,Medium,24,Right,192CM,Trendyol Süper Lig,Turkey,Karagümrük SK,73KG,,,,,
3,16393,GK,59,55,50,25,50,55,53,Brayan Benitez,30,18,8,41,9,5,18,44,11,11,18,14,12,32,24,58,14,14,34,9,13,8,11,10,53,23,60,18,20,Medium,Medium,20,Right,195CM,Libertadores,Colombia,Indep. Medellín,75KG,,,,,
8,16393,GK,55,55,53,58,55,53,54,Rhys Byrne,57,59,13,40,11,12,10,18,12,10,16,13,11,59,57,52,15,14,30,17,11,18,14,14,59,45,57,36,21,Medium,Medium,21,Right,180CM,EFL League One,England,Leyton Orient,80KG,,,,,
5,16393,GK,55,55,54,24,57,56,54,Pierce Charles,23,25,9,42,8,8,11,38,13,10,33,29,14,26,41,48,19,6,39,12,13,5,10,14,48,25,56,24,18,Medium,Medium,18,Right,185CM,EFL Championship,Northern Ireland,Sheffield Wed,78KG,,,,,
5,16393,GK,56,55,57,20,55,53,54,Théo Chatelain,23,15,7,40,7,5,19,36,11,11,19,25,14,31,49,41,16,9,24,7,12,7,12,14,35,16,41,28,24,Medium,Medium,24,Right,187CM,Ligue 2 BKT,France,Stade Lavallois,75KG,,,,,
7,16393,GK,55,55,55,21,57,55,54,Jimmy Corcoran,20,22,12,41,7,9,22,51,15,16,36,41,14,39,44,46,26,10,35,11,10,14,13,15,33,35,40,25,21,Medium,Medium,21,Right,181CM,SSE Airtricity PD,Republic of Ireland,Cork City,73KG,,,,,
9,16393,GK,61,55,52,25,54,54,60,Edoardo Corvi,25,26,8,41,9,9,12,39,13,18,32,37,13,38,49,35,16,7,25,6,11,7,17,13,45,24,54,28,22,Medium,Medium,22,Left,183CM,Serie BKT,Italy,Parma,70KG,,,,,
7,16393,GK,57,55,53,21,58,54,56,Luke Dennison,19,23,8,41,8,8,18,49,10,14,26,17,12,21,26,36,19,12,33,6,13,5,10,11,51,23,64,16,27,Medium,Medium,27,Right,193CM,SSE Airtricity PD,United States,Bohemian FC,84KG,,,,,
4,16393,GK,55,55,53,32,56,58,54,Marcus Dewhurst,33,30,8,44,6,8,10,26,9,8,24,26,14,28,32,46,13,11,27,11,10,8,13,14,42,27,46,17,22,Medium,Medium,22,Right,189CM,Premier League,England,Sheffield Utd,70KG,,,,,
12,16393,GK,59,55,54,39,55,56,55,Andreas Dithmer,40,37,13,42,13,12,17,43,18,16,35,36,17,38,42,44,23,15,45,15,19,15,15,13,55,26,55,25,18,Medium,Medium,18,Right,198CM,3F Superliga,Denmark,F.C. København,82KG,,,,,
6,16393,GK,55,55,531,43,571,532,542,Andreas Gülstorff,42,44,10,40,10,9,18,25,14,11,26,29,15,45,47,45,20,15,25,10,10,9,12,14,46,20,48,21,20,Medium,Medium,20,Right,181CM,3F Superliga,Denmark,FC Nordsjælland,75KG,,,,,
8,16393,GK,54,55,54,15,56,52,53,Max Harris,15,16,7,39,7,6,14,36,10,10,17,29,11,33,34,51,14,10,24,10,14,9,13,14,47,16,59,28,24,Medium,Medium,24,Right,188CM,EFL League One,England,Cheltenham Town,78KG,,,,,
9,16393,GK,56,55,53,30,56,53,55,Abdulbasit Hawsawi,30,29,10,40,9,7,18,35,13,12,25,18,14,37,40,51,14,13,40,12,13,6,14,12,51,20,58,24,27,Medium,Medium,27,Right,186CM,ROSHN Saudi League,Saudi Arabia,Damac FC,86KG,,,,,
5,16393,GK,59,55,46,26,56,54,58,Brad House,21,33,9,41,9,7,13,31,14,12,16,19,12,21,46,50,19,11,26,13,12,10,14,11,34,16,40,24,25,Medium,Medium,25,Right,183CM,EFL League Two,England,Sutton United,70KG,,,,,
6,16393,GK,56,55,55,20,55,56,55,Hubert Idasiak,16,26,7,42,6,7,12,45,14,13,24,27,14,36,33,48,19,10,22,13,12,5,12,10,46,19,56,19,21,Medium,Medium,21,Right,188CM,Serie A TIM,Poland,Napoli FC,82KG,,,,,
17,16393,GK,541,55,55,44,533,511,571,Mansour Jawhar,47,40,18,38,12,14,22,14,17,20,21,22,19,37,47,51,19,17,28,18,16,13,11,16,60,30,63,21,28,Medium,Medium,28,Right,180CM,ROSHN Saudi League,Saudi Arabia,Abha Club,67KG,,,,,
7,16393,GK,56,55,49,32,57,60,55,Jan Krzywański,30,36,6,45,7,7,16,32,14,11,25,30,12,34,38,48,12,5,33,12,12,6,11,8,53,32,60,19,20,Medium,Medium,20,Right,189CM,PKO BP Ekstraklasa,Poland,Widzew Łódź,85KG,,,,,
8,16393,GK,54,55,551,40,60,492,51,Debjit Majumder,37,44,7,37,6,9,14,33,10,12,21,22,13,23,41,53,10,7,32,14,9,11,14,14,38,28,41,30,35,Medium,Medium,35,Right,175CM,Hero ISL,India,Chennaiyin FC,71KG,,,,,
5,16393,GK,56,55,52,49,55,55,53,Stephen McMullan,50,48,6,41,9,8,18,30,14,13,25,40,11,29,43,50,20,8,33,8,14,5,15,14,50,28,47,29,18,Medium,Medium,18,Right,184CM,EFL League One,Northern Ireland,Fleetwood Town,77KG,,,,,
4,16393,GK,562,55,541,21,563,553,552,Mirshad Michu,17,26,9,41,5,8,17,35,12,11,27,25,11,31,42,44,18,8,21,7,13,6,12,14,51,23,50,22,29,Medium,Medium,29,Right,177CM,Hero ISL,India,NorthEast United,75KG,,,,,
6,16393,GK,55,55,55,21,55,55,55,Min Dong Hwan,18,25,7,41,6,5,10,55,13,13,21,23,13,24,39,47,18,13,26,9,12,8,12,11,50,16,64,19,22,Medium,Medium,22,Left,187CM,K League 1,Korea Republic,Ulsan Hyundai,78KG,,,,,
5,16393,GK,551,55,571,30,581,521,561,Adam Pavlesic,30,29,7,39,6,5,15,22,13,10,26,16,13,30,36,38,10,14,23,7,14,7,12,11,38,18,42,17,21,Medium,Medium,21,Right,189CM,A-League,Australia,Sydney FC,87KG,,,,,
4,16393,GK,583,55,562,30,553,574,554,André Picornell,30,31,9,43,8,6,17,26,14,13,19,15,11,31,34,41,17,5,28,6,12,9,10,10,47,23,54,26,19,Medium,Medium,19,Left,188CM,Allsvenskan,Sweden,Djurgårdens IF,78KG,,,,,
7,16393,GK,58,55,57,36,53,56,56,Kaylen Reitmaier,37,35,9,42,7,8,12,33,14,12,24,25,14,39,33,38,16,14,28,11,12,11,10,12,48,35,69,26,19,Medium,Medium,19,Right,197CM,Eredivisie,Germany,Sparta Rotterdam,86KG,,,,,
5,16393,GK,52,55,54,21,58,48,52,José Río,17,27,6,36,10,9,13,32,10,10,14,17,10,25,26,55,9,7,24,11,15,7,11,11,50,15,62,15,19,Medium,Medium,19,Left,190CM,Sudamericana,Uruguay,Danubio,79KG,,,,,
12,16393,GK,62,55,53,37,59,50,52,Myles Roberts,33,42,14,38,12,11,15,37,11,10,21,30,19,25,25,40,17,6,30,10,17,6,10,12,49,21,54,20,22,Medium,Medium,22,Right,193CM,EFL Championship,England,Watford,82KG,,,,,
5,16393,GK,55,55,53,21,55,51,54,Alejandro Santander,19,23,6,38,6,7,14,19,12,11,24,17,11,29,48,54,17,12,22,10,11,8,12,14,42,28,51,26,21,Medium,Medium,21,Right,178CM,Sudamericana,Chile,Cobresal,75KG,,,,,
13,16393,GK,56,55,54,21,57,49,53,Marvin Seybold,24,17,11,37,13,12,13,40,11,14,33,31,11,38,28,52,23,19,32,13,11,12,14,13,51,23,63,20,22,Medium,Medium,22,Right,190CM,3. Liga,Germany,SSV Ulm 1846,85KG,,,,,
6,16393,GK,55,55,52,28,55,57,53,Laurie Shala,34,20,3,43,5,8,13,32,11,13,24,29,13,30,39,51,15,6,37,8,10,8,9,12,37,17,39,26,19,Medium,Medium,19,Left,189CM,EFL League One,Kosovo,Wycombe,65KG,,,,,
6,16393,GK,581,55,47,22,59,56,57,Hunter Sulte,26,16,6,42,5,8,17,33,13,13,26,17,11,24,29,48,15,11,25,7,12,5,14,13,57,18,72,19,21,Medium,Medium,21,Right,201CM,MLS,United States,Portland Timbers,89KG,,,,,
5,16393,GK,57,55,53,31,55,55,54,Fynn Talley,33,29,5,41,7,5,17,21,12,10,25,28,11,36,28,48,16,8,21,12,12,5,14,14,55,22,64,22,21,Medium,Medium,21,Right,191CM,EFL League One,England,Peterborough,75KG,,,,,
6,16393,GK,56,55,53,20,56,54,54,Lewis Thomas,23,16,7,41,5,8,18,28,14,13,25,28,12,21,28,49,15,8,25,10,10,7,14,14,48,26,58,17,21,Medium,Medium,21,Right,188CM,EFL League Two,England,Harrogate Town,68KG,,,,,
5,16393,GK,57,55,55,26,59,50,56,Max Thompson,33,15,5,38,8,8,17,34,11,10,17,25,11,28,31,36,17,13,26,13,13,6,10,13,48,24,52,24,19,Medium,Medium,19,Right,188CM,EFL League One,England,Northampton,78KG,,,,,
6,16393,GK,59,55,53,17,60,45,48,Stefano Ube,17,18,8,34,7,11,13,28,10,8,16,24,7,29,42,48,14,11,24,10,16,9,8,11,34,25,40,20,19,Medium,Medium,19,Right,170CM,Sudamericana,Ecuador,Delfín S.C.,68KG,,,,,
6,16393,GK,55,55,54,27,56,59,52,Nando Verdoni,26,29,6,44,5,6,19,33,10,14,24,29,10,31,33,49,19,6,39,13,11,6,10,13,44,17,50,21,19,Medium,Medium,19,Right,185CM,Eredivisie,Holland,Go Ahead Eagles,75KG,,,,,
6,16393,GK,57,55,55,26,55,54,53,Lewis Webb,29,22,6,41,6,9,13,46,14,13,15,21,14,30,47,48,16,8,32,6,14,7,14,13,43,19,48,17,22,Medium,Medium,22,Right,185CM,EFL Championship,Wales,Swansea City,76KG,,,,,
12,16393,GK,56,55,54,27,54,55,57,Jack Wills,24,32,10,41,10,12,11,23,13,10,18,18,11,30,49,41,12,11,21,11,11,13,11,10,34,21,36,16,21,Medium,Medium,21,Right,191CM,cinch Prem,Scotland,St. Johnstone,64KG,,,,,
